pair_ID	entailment_judgment	relatedness_score
3241	ENTAILMENT	4.8290924
3244	NEUTRAL	3.24243397
3245	ENTAILMENT	4.8542079
3246	CONTRADICTION	3.95857536
3247	ENTAILMENT	4.80655163
3249	NEUTRAL	4.21857384
3251	NEUTRAL	4.40112033
3259	NEUTRAL	4.70730893
3263	ENTAILMENT	4.68325207
3266	NEUTRAL	4.57917954
3267	CONTRADICTION	4.09734677
3268	NEUTRAL	4.58738191
3269	CONTRADICTION	4.14103351
3270	ENTAILMENT	4.49258466
3276	NEUTRAL	4.13607276
3279	NEUTRAL	4.6217663
3282	NEUTRAL	3.92078349
3284	ENTAILMENT	4.42013992
3289	NEUTRAL	4.15306588
3290	ENTAILMENT	4.57696752
3293	NEUTRAL	2.61383474
3295	ENTAILMENT	4.06384187
3296	NEUTRAL	3.76367782
3297	ENTAILMENT	3.66897778
3300	NEUTRAL	4.08519505
3301	CONTRADICTION	1.53169147
3302	ENTAILMENT	4.52339251
3305	ENTAILMENT	4.38386071
3306	ENTAILMENT	4.81589852
3307	NEUTRAL	4.36688851
3308	ENTAILMENT	4.64468775
3309	CONTRADICTION	4.22928107
3310	ENTAILMENT	4.03458359
3312	ENTAILMENT	4.04932359
3315	NEUTRAL	4.67850394
3317	NEUTRAL	4.26442831
3318	CONTRADICTION	3.78447535
3320	NEUTRAL	4.04405155
3323	NEUTRAL	4.42456323
3326	ENTAILMENT	4.80075544
3328	ENTAILMENT	4.40205741
3331	NEUTRAL	2.46874976
3333	NEUTRAL	2.39322827
3334	NEUTRAL	3.60671414
3335	ENTAILMENT	4.76252432
3337	NEUTRAL	4.46391624
3341	NEUTRAL	3.08220849
3343	ENTAILMENT	4.23865429
3348	ENTAILMENT	4.637294
3350	ENTAILMENT	4.73156857
3352	NEUTRAL	3.42682016
3354	ENTAILMENT	4.76821297
3355	ENTAILMENT	4.75738787
3360	NEUTRAL	3.98639111
3365	CONTRADICTION	3.69366338
3377	CONTRADICTION	3.69179809
3379	NEUTRAL	2.04376918
3380	NEUTRAL	1.78077257
3381	CONTRADICTION	3.44496321
3383	NEUTRAL	4.07022373
3387	CONTRADICTION	3.61833605
3388	ENTAILMENT	4.66081343
3390	ENTAILMENT	3.88877895
3391	CONTRADICTION	3.69691805
3392	ENTAILMENT	4.48215624
3393	NEUTRAL	4.74527454
3394	CONTRADICTION	4.56349484
3399	NEUTRAL	4.13806873
3401	NEUTRAL	4.26150757
3402	NEUTRAL	4.32184414
3403	NEUTRAL	4.146214
3404	NEUTRAL	4.67033627
3406	NEUTRAL	4.61293445
3408	NEUTRAL	4.35469471
3409	NEUTRAL	4.08854126
3410	NEUTRAL	4.2645949
3415	NEUTRAL	4.18902076
3417	NEUTRAL	3.09300356
3419	NEUTRAL	2.9017121
3421	NEUTRAL	2.93662544
3423	CONTRADICTION	3.75857115
3430	CONTRADICTION	3.03052277
3431	NEUTRAL	2.4343495
3434	CONTRADICTION	4.14246619
3439	NEUTRAL	4.7211879
3441	NEUTRAL	4.53226127
3442	NEUTRAL	4.48089459
3445	CONTRADICTION	4.38527395
3446	NEUTRAL	4.02911986
3447	NEUTRAL	4.16111297
3449	NEUTRAL	4.13000318
3450	NEUTRAL	4.39404477
3455	ENTAILMENT	4.52242837
3456	CONTRADICTION	4.42752235
3457	ENTAILMENT	4.78332972
3458	CONTRADICTION	3.91667221
3463	NEUTRAL	3.82240035
3464	NEUTRAL	4.479911
3466	ENTAILMENT	4.78247434
3469	ENTAILMENT	4.67673732
3470	NEUTRAL	1.6642417
3473	NEUTRAL	4.04862743
3474	NEUTRAL	2.7957039
3475	CONTRADICTION	3.10612361
3476	NEUTRAL	2.69026107
3477	NEUTRAL	3.26536009
3478	NEUTRAL	3.68103008
3481	CONTRADICTION	4.09308858
3482	ENTAILMENT	4.28331674
3483	ENTAILMENT	4.61394363
3489	NEUTRAL	4.14388903
3490	CONTRADICTION	3.65219531
3493	NEUTRAL	4.44714681
3497	NEUTRAL	4.22401838
3498	NEUTRAL	4.44945406
3499	NEUTRAL	3.14921976
3502	CONTRADICTION	3.80505189
3506	NEUTRAL	4.52839829
3509	CONTRADICTION	3.56983671
3513	ENTAILMENT	4.46910141
3515	ENTAILMENT	4.70840153
3519	ENTAILMENT	4.02924044
3520	CONTRADICTION	3.37062193
3521	NEUTRAL	3.45907201
3522	ENTAILMENT	4.58898193
3523	CONTRADICTION	3.5676584
3524	ENTAILMENT	4.09571771
3525	CONTRADICTION	3.42306989
3526	ENTAILMENT	3.81126297
3527	ENTAILMENT	4.11651622
3531	CONTRADICTION	1.98849215
3532	ENTAILMENT	4.614658
3535	NEUTRAL	4.81577671
3540	NEUTRAL	3.93807682
3545	NEUTRAL	1.76060747
3550	NEUTRAL	2.55307959
3551	ENTAILMENT	3.87590916
3553	ENTAILMENT	4.96027664
3555	ENTAILMENT	4.84525917
3557	NEUTRAL	4.23671985
3558	ENTAILMENT	4.86748077
3559	NEUTRAL	4.35827519
3560	CONTRADICTION	3.54829331
3562	CONTRADICTION	4.23098641
3563	ENTAILMENT	4.80279988
3564	ENTAILMENT	4.39507929
3570	NEUTRAL	3.87328274
3573	ENTAILMENT	4.53724736
3575	NEUTRAL	4.63116757
3578	CONTRADICTION	4.03380204
3581	NEUTRAL	3.66083964
3583	NEUTRAL	3.92521663
3585	CONTRADICTION	4.28905214
3587	NEUTRAL	4.37036071
3588	NEUTRAL	4.61983727
3590	ENTAILMENT	4.69331481
3591	CONTRADICTION	3.96553502
3593	ENTAILMENT	4.64666082
3594	NEUTRAL	2.57292269
3595	ENTAILMENT	4.57738413
3596	CONTRADICTION	3.95691948
3597	NEUTRAL	4.38578014
3599	CONTRADICTION	3.8274391
3600	NEUTRAL	4.17328364
3601	ENTAILMENT	4.53921969
3604	ENTAILMENT	4.68526845
3605	NEUTRAL	4.3326498
3606	NEUTRAL	4.58287838
3608	NEUTRAL	4.7390391
3609	ENTAILMENT	4.54294659
3610	CONTRADICTION	3.26673716
3612	ENTAILMENT	4.50644221
3613	NEUTRAL	3.39181515
3615	CONTRADICTION	4.58131528
3616	CONTRADICTION	4.28504792
3617	ENTAILMENT	4.44864249
3619	NEUTRAL	4.10455595
3621	ENTAILMENT	4.52559444
3622	CONTRADICTION	4.1340138
3628	NEUTRAL	4.40924174
3631	ENTAILMENT	4.16520357
3632	ENTAILMENT	4.36756081
3634	NEUTRAL	4.35668698
3636	NEUTRAL	3.77161885
3637	ENTAILMENT	4.70428165
3641	ENTAILMENT	4.59911308
3642	NEUTRAL	3.104702
3644	NEUTRAL	3.66769545
3645	NEUTRAL	3.26134971
3648	CONTRADICTION	4.0501391
3652	NEUTRAL	4.04428681
3654	NEUTRAL	2.82167318
3655	NEUTRAL	2.72613991
3656	NEUTRAL	3.06939383
3659	CONTRADICTION	4.45529012
3660	NEUTRAL	3.96202886
3662	NEUTRAL	2.78236557
3663	NEUTRAL	4.55489185
3664	CONTRADICTION	3.31395811
3665	NEUTRAL	3.1068247
3667	CONTRADICTION	3.70337595
3671	NEUTRAL	3.14332218
3674	NEUTRAL	3.87016859
3675	NEUTRAL	2.91045646
3676	NEUTRAL	3.47437406
3677	ENTAILMENT	4.56143415
3678	NEUTRAL	2.10190911
3679	ENTAILMENT	4.50508434
3681	ENTAILMENT	4.40821066
3683	CONTRADICTION	3.38241265
3688	ENTAILMENT	4.30265648
3698	ENTAILMENT	4.3308293
3700	NEUTRAL	4.63353635
3704	CONTRADICTION	3.93122125
3706	NEUTRAL	4.39369681
3714	CONTRADICTION	4.47746053
3715	ENTAILMENT	4.49094281
3716	ENTAILMENT	4.88009955
3717	CONTRADICTION	4.06619982
3722	CONTRADICTION	3.76853004
3723	ENTAILMENT	4.37667072
3724	CONTRADICTION	3.43036323
3726	CONTRADICTION	3.58123714
3729	NEUTRAL	4.39109746
3730	NEUTRAL	4.2155436
3731	NEUTRAL	4.52989864
3732	NEUTRAL	4.18050094
3734	NEUTRAL	3.85737066
3735	NEUTRAL	4.06462835
3738	NEUTRAL	3.83945572
3741	ENTAILMENT	4.61069561
3744	CONTRADICTION	3.89400103
3745	NEUTRAL	4.28624116
3749	NEUTRAL	3.40889366
3754	NEUTRAL	4.58961927
3757	CONTRADICTION	3.87007827
3760	CONTRADICTION	3.63431236
3763	NEUTRAL	4.05126074
3764	NEUTRAL	3.50646793
3768	NEUTRAL	4.62908327
3769	NEUTRAL	4.31555825
3771	CONTRADICTION	3.9923475
3772	ENTAILMENT	4.30819896
3773	CONTRADICTION	4.03748956
3775	ENTAILMENT	4.11228388
3778	NEUTRAL	2.72251464
3782	NEUTRAL	3.96534111
3786	NEUTRAL	3.79062688
3787	NEUTRAL	2.59106438
3791	NEUTRAL	4.39352332
3792	NEUTRAL	4.65184329
3793	CONTRADICTION	4.03724594
3794	NEUTRAL	4.66619669
3796	CONTRADICTION	3.87412458
3798	ENTAILMENT	4.63984045
3802	CONTRADICTION	3.96144417
3806	NEUTRAL	4.61203232
3808	NEUTRAL	4.32823117
3810	NEUTRAL	4.44304538
3811	NEUTRAL	4.07191037
3813	NEUTRAL	2.92160072
3815	ENTAILMENT	4.06277979
3816	NEUTRAL	3.39933686
3817	NEUTRAL	3.86015482
3818	NEUTRAL	3.57058898
3819	NEUTRAL	3.88971848
3822	NEUTRAL	3.86418218
3824	NEUTRAL	4.10577455
3829	NEUTRAL	4.58396754
3830	NEUTRAL	4.32365284
3832	NEUTRAL	4.62872546
3833	NEUTRAL	3.86253934
3835	NEUTRAL	4.56183576
3837	NEUTRAL	4.76317692
3841	NEUTRAL	3.93666825
3842	NEUTRAL	4.82413854
3843	ENTAILMENT	4.18569965
3848	ENTAILMENT	4.28143348
3849	CONTRADICTION	3.17072403
3850	ENTAILMENT	4.2597444
3851	NEUTRAL	2.20283623
3854	NEUTRAL	4.51659182
3858	NEUTRAL	4.51010119
3859	NEUTRAL	4.38097394
3863	NEUTRAL	4.26194092
3865	NEUTRAL	4.47732149
3867	NEUTRAL	4.46049867
3875	NEUTRAL	4.13560619
3876	NEUTRAL	4.55300244
3877	NEUTRAL	3.40161557
3878	NEUTRAL	4.58012843
3879	CONTRADICTION	3.92356002
3881	NEUTRAL	3.43386398
3888	NEUTRAL	2.58043627
3889	NEUTRAL	3.37664377
3890	NEUTRAL	2.15178183
3891	NEUTRAL	4.11196742
3894	NEUTRAL	3.47723377
3896	NEUTRAL	3.92483915
3900	NEUTRAL	2.4636138
3902	NEUTRAL	2.49068811
3906	NEUTRAL	1.77730012
3907	ENTAILMENT	4.78470531
3911	ENTAILMENT	4.72736896
3913	CONTRADICTION	3.67353716
3916	ENTAILMENT	4.18890411
3918	NEUTRAL	3.92636386
3919	CONTRADICTION	2.93020838
3923	NEUTRAL	4.39389687
3925	ENTAILMENT	4.34000614
3926	NEUTRAL	3.473703
3927	NEUTRAL	3.39045285
3928	CONTRADICTION	3.82362042
3931	CONTRADICTION	3.07684934
3932	NEUTRAL	3.87485913
3933	NEUTRAL	3.40409459
3937	NEUTRAL	4.46868898
3944	CONTRADICTION	4.33569481
3945	ENTAILMENT	4.71340633
3946	CONTRADICTION	4.25290926
3950	CONTRADICTION	4.34006176
3952	NEUTRAL	4.75252138
3953	NEUTRAL	4.32136306
3954	ENTAILMENT	4.60397662
3959	NEUTRAL	3.62064946
3960	NEUTRAL	4.46019845
3962	NEUTRAL	4.50321339
3963	NEUTRAL	3.88836627
3964	NEUTRAL	3.82172584
3965	NEUTRAL	4.19540779
3966	CONTRADICTION	3.42645497
3967	NEUTRAL	4.17297702
3968	NEUTRAL	3.15283075
3969	NEUTRAL	3.02562354
3971	NEUTRAL	3.70548141
3974	NEUTRAL	4.45768695
3975	NEUTRAL	4.36263673
3977	NEUTRAL	4.03126125
3978	ENTAILMENT	4.56561925
3979	CONTRADICTION	3.77895477
3981	ENTAILMENT	4.68369969
3983	NEUTRAL	4.7294695
3988	NEUTRAL	4.33507222
3991	CONTRADICTION	3.67742303
3997	NEUTRAL	3.85018682
4000	NEUTRAL	2.75714843
4003	NEUTRAL	4.16767718
4005	NEUTRAL	4.0742538
4008	NEUTRAL	4.5996894
4009	NEUTRAL	4.50134391
4010	NEUTRAL	4.61064787
4016	ENTAILMENT	4.44866907
4018	ENTAILMENT	4.03564002
4019	NEUTRAL	3.85532769
4022	CONTRADICTION	3.51833518
4023	NEUTRAL	3.00699005
4024	ENTAILMENT	4.18399874
4025	NEUTRAL	3.86713761
4026	NEUTRAL	3.64331622
4027	NEUTRAL	4.62301983
4029	NEUTRAL	4.2180145
4030	NEUTRAL	4.33115412
4032	NEUTRAL	3.70548511
4035	NEUTRAL	4.39886426
4039	CONTRADICTION	4.0078255
4042	NEUTRAL	3.54565213
4044	NEUTRAL	3.62250491
4048	CONTRADICTION	3.62694593
4051	ENTAILMENT	4.5205643
4052	NEUTRAL	2.92996907
4053	ENTAILMENT	4.46695066
4055	NEUTRAL	3.40493914
4057	NEUTRAL	3.55376541
4059	NEUTRAL	3.13352496
4064	ENTAILMENT	4.65532828
4070	ENTAILMENT	4.47434687
4073	NEUTRAL	4.14357109
4075	NEUTRAL	4.48443397
4077	CONTRADICTION	4.18911747
4078	NEUTRAL	4.3552452
4080	CONTRADICTION	4.1914321
4081	NEUTRAL	4.4428276
4082	ENTAILMENT	4.90722135
4089	NEUTRAL	3.41308688
4091	ENTAILMENT	3.58614597
4092	NEUTRAL	2.77876369
4093	NEUTRAL	3.26524345
4095	NEUTRAL	2.65271798
4096	NEUTRAL	3.97567306
4097	ENTAILMENT	4.44297131
4098	ENTAILMENT	4.38604
4099	NEUTRAL	3.86830231
4101	CONTRADICTION	3.91875824
4103	NEUTRAL	3.39072649
4104	NEUTRAL	4.32433768
4106	NEUTRAL	4.36831923
4107	NEUTRAL	4.53478089
4110	CONTRADICTION	3.79104177
4111	NEUTRAL	4.31944412
4116	ENTAILMENT	4.69500932
4121	ENTAILMENT	4.60342761
4122	CONTRADICTION	3.65665872
4124	NEUTRAL	4.38340005
4128	CONTRADICTION	4.0105944
4129	NEUTRAL	4.4840112
4130	NEUTRAL	4.24685223
4131	NEUTRAL	4.4701475
4138	ENTAILMENT	4.5236445
4139	CONTRADICTION	4.17655479
4143	CONTRADICTION	3.62070975
4144	NEUTRAL	3.63906911
4150	NEUTRAL	3.82352002
4151	ENTAILMENT	4.0381589
4153	ENTAILMENT	4.24234968
4158	NEUTRAL	4.23313863
4159	CONTRADICTION	3.20477449
4160	NEUTRAL	3.41599531
4161	NEUTRAL	2.99371657
4166	NEUTRAL	4.0214633
4167	ENTAILMENT	4.3635049
4169	NEUTRAL	4.28533977
4170	NEUTRAL	3.99340368
4171	ENTAILMENT	4.39036561
4172	ENTAILMENT	4.46869217
4175	CONTRADICTION	3.26939902
4177	CONTRADICTION	3.41830871
4180	ENTAILMENT	4.42501971
4182	CONTRADICTION	3.80938587
4184	CONTRADICTION	4.14208673
4186	ENTAILMENT	4.66917058
4188	NEUTRAL	3.46131036
4189	NEUTRAL	3.88701356
4190	CONTRADICTION	2.52490997
4192	CONTRADICTION	4.29875118
4198	NEUTRAL	2.0300306
4200	NEUTRAL	2.06805896
4201	ENTAILMENT	4.63758388
4203	ENTAILMENT	4.48138749
4204	CONTRADICTION	3.95355014
4206	CONTRADICTION	3.49459846
4208	CONTRADICTION	2.82243025
4210	NEUTRAL	4.90199361
4211	CONTRADICTION	4.1185363
4215	NEUTRAL	3.70001793
4217	CONTRADICTION	2.73387127
4218	NEUTRAL	3.71163344
4222	NEUTRAL	3.36652247
4224	NEUTRAL	3.36743518
4225	ENTAILMENT	4.29968579
4226	CONTRADICTION	3.05451848
4227	NEUTRAL	4.28714526
4229	NEUTRAL	3.92494029
4230	NEUTRAL	4.15431252
4233	NEUTRAL	1.80980458
4234	NEUTRAL	3.61126344
4237	NEUTRAL	4.82162876
4240	CONTRADICTION	4.09016687
4241	NEUTRAL	4.76453504
4243	NEUTRAL	4.43735623
4245	NEUTRAL	3.25880819
4249	CONTRADICTION	3.63522778
4250	ENTAILMENT	4.04725061
4255	CONTRADICTION	3.2396909
4256	NEUTRAL	4.1191392
4258	ENTAILMENT	4.27686622
4261	NEUTRAL	3.3112682
4262	NEUTRAL	3.58652813
4263	NEUTRAL	3.38336572
4264	NEUTRAL	2.68010297
4268	ENTAILMENT	4.46726146
4270	ENTAILMENT	4.43147392
4271	CONTRADICTION	3.86503362
4273	CONTRADICTION	3.68261189
4276	CONTRADICTION	4.28315777
4278	ENTAILMENT	4.5770192
4281	ENTAILMENT	4.24660368
4285	CONTRADICTION	3.96206454
4286	NEUTRAL	4.70991099
4292	NEUTRAL	4.30580385
4293	ENTAILMENT	4.69016177
4294	ENTAILMENT	4.47800191
4296	CONTRADICTION	4.09052688
4297	ENTAILMENT	4.70989869
4298	CONTRADICTION	4.05642622
4300	ENTAILMENT	4.45843405
4302	ENTAILMENT	4.33275808
4303	CONTRADICTION	4.15664783
4309	CONTRADICTION	1.98054275
4310	NEUTRAL	1.22226998
4311	ENTAILMENT	4.60147078
4313	ENTAILMENT	4.33325147
4314	NEUTRAL	3.41359307
4317	NEUTRAL	3.29613743
4319	NEUTRAL	3.32562702
4324	NEUTRAL	3.55927221
4326	NEUTRAL	3.37147878
4327	NEUTRAL	3.35031558
4331	NEUTRAL	2.77243264
4332	NEUTRAL	4.05028306
4333	NEUTRAL	4.47376587
4334	NEUTRAL	3.44808179
4337	NEUTRAL	1.73063974
4343	CONTRADICTION	3.98516415
4345	NEUTRAL	4.1165428
4352	CONTRADICTION	3.43322441
4353	ENTAILMENT	3.8048885
4355	NEUTRAL	1.3321035
4356	NEUTRAL	1.12444347
4358	NEUTRAL	1.14534497
4362	NEUTRAL	4.36207665
4366	CONTRADICTION	3.42223247
4367	NEUTRAL	3.17017527
4368	CONTRADICTION	3.55472242
4372	CONTRADICTION	3.93924718
4373	NEUTRAL	4.60536796
4374	CONTRADICTION	3.39137738
4375	NEUTRAL	4.24848177
4380	ENTAILMENT	4.78656568
4383	NEUTRAL	3.59277391
4384	ENTAILMENT	4.32749539
4389	ENTAILMENT	4.71577166
4391	NEUTRAL	4.60018402
4397	NEUTRAL	4.59854783
4399	CONTRADICTION	3.39985609
4400	ENTAILMENT	4.93689206
4402	ENTAILMENT	4.38355016
4403	CONTRADICTION	4.11367842
4404	ENTAILMENT	4.91792464
4405	CONTRADICTION	3.39176963
4406	ENTAILMENT	4.48043442
4409	ENTAILMENT	4.59807757
4413	NEUTRAL	4.20876456
4415	NEUTRAL	3.81844927
4416	ENTAILMENT	4.89678137
4419	NEUTRAL	4.26997005
4420	NEUTRAL	3.67683588
4421	NEUTRAL	1.68242954
4422	NEUTRAL	2.1922331
4423	NEUTRAL	1.61047574
4424	NEUTRAL	2.24327938
4425	NEUTRAL	4.08632727
4427	NEUTRAL	3.95684443
4428	CONTRADICTION	3.78427774
4430	CONTRADICTION	2.83612071
4433	NEUTRAL	3.78427307
4434	ENTAILMENT	4.53623178
4435	CONTRADICTION	4.17617287
4436	ENTAILMENT	4.64298585
4437	CONTRADICTION	3.91248761
4438	NEUTRAL	1.34000455
4441	NEUTRAL	1.28953003
4444	CONTRADICTION	3.68845016
4448	CONTRADICTION	3.54425537
4449	NEUTRAL	3.90240789
4450	CONTRADICTION	3.26432655
4451	NEUTRAL	4.12671775
4452	ENTAILMENT	4.79432412
4453	CONTRADICTION	3.94441808
4455	CONTRADICTION	4.00384317
4456	NEUTRAL	4.04888409
4459	NEUTRAL	3.82151052
4460	NEUTRAL	4.64999817
4461	ENTAILMENT	4.35548316
4462	NEUTRAL	3.60837371
4463	ENTAILMENT	4.34451681
4465	NEUTRAL	2.46568974
4466	NEUTRAL	1.89602098
4467	NEUTRAL	2.02400187
4470	NEUTRAL	4.54453381
4474	NEUTRAL	4.25746373
4475	NEUTRAL	1.5839983
4476	NEUTRAL	3.2777985
4478	NEUTRAL	2.56409281
4479	NEUTRAL	4.63748348
4480	CONTRADICTION	3.66685681
4482	CONTRADICTION	3.96949471
4483	NEUTRAL	1.72047943
4484	NEUTRAL	1.26065564
4485	NEUTRAL	1.16987173
4488	NEUTRAL	4.35819398
4489	CONTRADICTION	3.98837477
4491	NEUTRAL	3.63195368
4493	NEUTRAL	3.75049355
4494	NEUTRAL	4.08316734
4495	CONTRADICTION	3.7216915
4496	NEUTRAL	4.11338312
4499	NEUTRAL	4.01280322
4500	NEUTRAL	3.00300883
4502	NEUTRAL	3.64332901
4504	NEUTRAL	3.55133856
4506	NEUTRAL	3.04450447
4508	ENTAILMENT	4.4479921
4510	NEUTRAL	3.61730571
4512	ENTAILMENT	3.26828747
4518	CONTRADICTION	3.82736577
4521	NEUTRAL	4.62221515
4527	CONTRADICTION	4.03469777
4528	ENTAILMENT	4.63392392
4530	NEUTRAL	3.13146822
4531	NEUTRAL	2.46278057
4532	NEUTRAL	3.34749008
4533	NEUTRAL	2.28207427
4535	ENTAILMENT	4.66547322
4536	CONTRADICTION	3.72204438
4537	NEUTRAL	4.74584028
4538	CONTRADICTION	4.17571123
4539	NEUTRAL	4.37158275
4542	CONTRADICTION	3.30805956
4543	NEUTRAL	4.15784034
4547	CONTRADICTION	3.86852821
4548	NEUTRAL	3.35549977
4550	ENTAILMENT	4.57230675
4552	NEUTRAL	3.76932366
4554	NEUTRAL	4.65138361
4555	NEUTRAL	4.03895866
4557	NEUTRAL	3.67020892
4560	NEUTRAL	4.42120102
4561	NEUTRAL	4.25591342
4563	CONTRADICTION	4.32801585
4566	ENTAILMENT	4.7347627
4568	ENTAILMENT	4.55970913
4571	NEUTRAL	4.36015722
4572	CONTRADICTION	3.29394682
4575	NEUTRAL	1.99232584
4576	CONTRADICTION	3.62364599
4577	ENTAILMENT	4.31193373
4578	NEUTRAL	1.85803003
4582	NEUTRAL	4.34868443
4584	ENTAILMENT	4.81531876
4586	NEUTRAL	4.0993981
4587	CONTRADICTION	4.06806044
4589	ENTAILMENT	4.12066785
4591	NEUTRAL	3.16361081
4592	CONTRADICTION	3.88670793
4593	NEUTRAL	1.65780669
4594	CONTRADICTION	1.11346507
4598	NEUTRAL	4.72357291
4599	CONTRADICTION	3.73453643
4600	NEUTRAL	4.55021139
4602	ENTAILMENT	4.62168903
4603	CONTRADICTION	3.93811201
4604	NEUTRAL	4.71846723
4607	NEUTRAL	3.24114918
4608	CONTRADICTION	4.15637419
4609	ENTAILMENT	4.74911906
4613	ENTAILMENT	4.56673547
4618	ENTAILMENT	4.90165673
4620	ENTAILMENT	4.59710013
4621	CONTRADICTION	4.2684094
4622	ENTAILMENT	4.68497759
4623	CONTRADICTION	3.79261029
4624	ENTAILMENT	4.70012682
4625	NEUTRAL	3.47725862
4627	NEUTRAL	4.21598482
4628	CONTRADICTION	3.98349056
4629	NEUTRAL	1.96642165
4631	NEUTRAL	1.74727087
4639	CONTRADICTION	3.05681688
4640	ENTAILMENT	4.65631999
4641	CONTRADICTION	3.30556085
4642	NEUTRAL	4.23837622
4645	NEUTRAL	4.39064196
4647	ENTAILMENT	4.44005943
4649	ENTAILMENT	4.25126323
4654	NEUTRAL	4.64355282
4655	NEUTRAL	4.00390518
4657	NEUTRAL	1.02797448
4658	NEUTRAL	1.01733541
4667	NEUTRAL	4.43351245
4670	CONTRADICTION	4.28320133
4672	CONTRADICTION	4.3273315
4675	NEUTRAL	4.40845354
4676	CONTRADICTION	4.07342229
4677	NEUTRAL	4.17240833
4678	ENTAILMENT	4.41888565
4682	CONTRADICTION	3.92691336
4684	CONTRADICTION	3.65645152
4690	ENTAILMENT	4.86803076
4691	NEUTRAL	4.54936979
4692	NEUTRAL	4.64198184
4693	NEUTRAL	4.3199604
4694	NEUTRAL	4.21118674
4695	NEUTRAL	4.21118674
4698	NEUTRAL	3.90714372
4703	NEUTRAL	4.74883582
4704	NEUTRAL	4.44277789
4705	ENTAILMENT	4.80404874
4706	CONTRADICTION	4.23183834
4708	NEUTRAL	4.66853151
4709	NEUTRAL	4.40771284
4714	ENTAILMENT	4.4613255
4715	CONTRADICTION	4.00577367
4719	NEUTRAL	4.54106407
4721	CONTRADICTION	3.66561311
4722	NEUTRAL	4.26803216
4723	NEUTRAL	3.57765298
4726	NEUTRAL	4.05033302
4727	NEUTRAL	3.48204711
4730	ENTAILMENT	4.44595381
4732	ENTAILMENT	4.40585345
4733	CONTRADICTION	3.83625569
4736	ENTAILMENT	4.3729143
4737	NEUTRAL	4.27865818
4738	NEUTRAL	4.61763017
4739	ENTAILMENT	4.83653708
4741	ENTAILMENT	4.6636158
4744	ENTAILMENT	4.74332976
4747	ENTAILMENT	4.73879597
4748	NEUTRAL	4.85105511
4749	NEUTRAL	3.8673389
4750	ENTAILMENT	4.10395035
4751	ENTAILMENT	4.26253693
4754	NEUTRAL	1.52570173
4757	ENTAILMENT	4.72000769
4758	NEUTRAL	4.24184546
4765	NEUTRAL	2.00365812
4768	NEUTRAL	4.32767405
4770	NEUTRAL	1.90018566
4772	NEUTRAL	1.97554165
4773	NEUTRAL	1.20813755
4775	NEUTRAL	4.70740884
4778	NEUTRAL	4.32849866
4779	NEUTRAL	4.68032567
4781	NEUTRAL	4.74198149
4783	NEUTRAL	4.56824518
4784	NEUTRAL	3.83668608
4785	NEUTRAL	3.84483456
4786	NEUTRAL	4.49231102
4787	CONTRADICTION	3.58042016
4789	NEUTRAL	1.19945348
4791	NEUTRAL	1.1056093
4792	NEUTRAL	2.60748512
4801	ENTAILMENT	4.55757561
4804	NEUTRAL	4.88224021
4809	CONTRADICTION	3.39050699
4818	CONTRADICTION	3.8346788
4827	CONTRADICTION	3.61292916
4828	ENTAILMENT	4.60843634
4829	CONTRADICTION	3.09853423
4830	NEUTRAL	4.02799182
4833	NEUTRAL	2.83566891
4834	CONTRADICTION	3.82883143
4835	NEUTRAL	4.06082049
4837	CONTRADICTION	3.1461841
4838	NEUTRAL	4.47705597
4840	CONTRADICTION	2.68176795
4841	CONTRADICTION	3.13969618
4846	NEUTRAL	3.3415519
4850	NEUTRAL	2.11972635
4854	CONTRADICTION	4.38559903
4856	NEUTRAL	3.49829583
4861	CONTRADICTION	4.00342286
4862	NEUTRAL	4.12516572
4864	NEUTRAL	1.72851311
4865	NEUTRAL	1.44322539
4868	NEUTRAL	1.41640885
4870	CONTRADICTION	3.68720007
4871	ENTAILMENT	4.31999878
4873	NEUTRAL	4.38252745
4875	NEUTRAL	4.46572296
4876	NEUTRAL	3.17589812
4878	ENTAILMENT	4.77996653
4884	ENTAILMENT	4.32454144
4887	ENTAILMENT	4.48501324
4889	ENTAILMENT	4.2411589
4890	NEUTRAL	3.60090836
4892	NEUTRAL	2.39411847
4893	NEUTRAL	3.93630898
4894	CONTRADICTION	2.67379259
4895	ENTAILMENT	3.88825332
4896	ENTAILMENT	4.04136878
4897	CONTRADICTION	3.2899389
4899	CONTRADICTION	3.76698195
4902	NEUTRAL	3.88704826
4904	NEUTRAL	1.3149791
4906	NEUTRAL	3.82300718
4907	NEUTRAL	3.9858992
4908	CONTRADICTION	3.31467569
4909	NEUTRAL	2.92553728
4910	CONTRADICTION	1.56923824
4914	NEUTRAL	4.67048514
4917	CONTRADICTION	4.34477519
4923	ENTAILMENT	3.87658244
4924	CONTRADICTION	3.29404746
4925	ENTAILMENT	4.38723669
4927	NEUTRAL	2.24784012
4930	NEUTRAL	2.24426653
4931	NEUTRAL	2.85279515
4935	NEUTRAL	4.43351147
4936	NEUTRAL	4.1639776
4939	NEUTRAL	3.40364992
4943	NEUTRAL	3.05068651
4945	NEUTRAL	4.4989429
4952	NEUTRAL	1.17250787
4955	NEUTRAL	4.66914819
4956	ENTAILMENT	3.87447919
4958	NEUTRAL	3.55075486
4962	NEUTRAL	3.09120742
4969	ENTAILMENT	4.53014595
4972	NEUTRAL	4.77483304
4973	CONTRADICTION	4.50072871
